id,text_comments,text_only,comments_only,label,count
553960736964476928,"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL
[SEP]","police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL
[SEP]",,false,0
500303431928922113,"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson
[SEP]","reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson
[SEP]",,unverified,0
538900739880665088,"afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village URL URL
[SEP]","afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village URL URL
[SEP]",,unverified,0
516420964834611201,"from #ferguson to #hongkong. #hongkongdemocracy protests adopt ""hands up, don't shoot"" URL
[SEP]","from #ferguson to #hongkong. #hongkongdemocracy protests adopt ""hands up, don't shoot"" URL
[SEP]",,unverified,0
80080680482123777,"seriously? racist mcdonald’s sign is obviously a hoax - URL
[SEP]","seriously? racist mcdonald’s sign is obviously a hoax - URL
[SEP]",,false,0
687945926774800385,"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says URL
[SEP]","several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says URL
[SEP]",,non-rumor,0
436089462326849536,"omfg read this its my personal experience with talking angela URL
[SEP]","omfg read this its my personal experience with talking angela URL
[SEP]",,false,0
568589712644026368,"why did macklemore delete this tweet!? #macklemorejoinedisis URL
[SEP]","why did macklemore delete this tweet!? #macklemorejoinedisis URL
[SEP]",,false,0
767360696761905153,"this is asking you to watch the #vma #weekendbrunch that's starting right now. 🙌 URL
[SEP]","this is asking you to watch the #vma #weekendbrunch that's starting right now. 🙌 URL
[SEP]",,non-rumor,0
407231591191035904,"paul walker died too fast, i'm furious.. :/
[SEP]","paul walker died too fast, i'm furious.. :/
[SEP]",,true,0
505369323922522113,"tupac was hiding for 18 years 😳 URL
[SEP]","tupac was hiding for 18 years 😳 URL
[SEP]",,false,0
576513463738109954,"putin reappears on tv amid claims he is unwell and under threat of coup URL URL
[SEP]","putin reappears on tv amid claims he is unwell and under threat of coup URL URL
[SEP]",,unverified,0
689214940679409664,"#eagles co-founder glenn frey has died aged 67
[SEP]","#eagles co-founder glenn frey has died aged 67
[SEP]",,non-rumor,0
522782267215982592,"a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via #ebola URL
[SEP]","a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via #ebola URL
[SEP]",,unverified,0
387233034350514176,"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown
[SEP]","if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown
[SEP]",,false,0
693554344298467328,"how to raise a creative child step one: back off URL URL
[SEP]","how to raise a creative child step one: back off URL URL
[SEP]",,non-rumor,0
706665777332621314,".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate
[SEP]",".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate
[SEP]",,unverified,0
531530591427391488,"iraqi officials say isis leader wounded in airstrike URL
[SEP]","iraqi officials say isis leader wounded in airstrike URL
[SEP]",,unverified,0
532199717594497024,"no baes allowed: a chick-fil-a manager bans 22 hip words URL URL
[SEP]","no baes allowed: a chick-fil-a manager bans 22 hip words URL URL
[SEP]",,false,0
503498696273965056,"“key [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last year….” URL
[SEP]","“key [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last year….” URL
[SEP]",,unverified,0
553184482241814530,"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo
[SEP]","i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo
[SEP]",,unverified,0
692838349036326912,"when you spend the whole day thinking it's friday, but it's not... URL
[SEP]","when you spend the whole day thinking it's friday, but it's not... URL
[SEP]",,non-rumor,0
580320684305416192,"accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf. #4u9525 URL
[SEP]","accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf. #4u9525 URL
[SEP]",,unverified,0
514057033419849728,"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL
[SEP]","alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL
[SEP]",,true,0
693696168908423168,"ex-president of el salvador, francisco flores, dies at 56, government says. URL URL
[SEP]","ex-president of el salvador, francisco flores, dies at 56, government says. URL URL
[SEP]",,non-rumor,0
550284252672450560,"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL
[SEP]","transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL
[SEP]",,unverified,0
407167258452971520,"paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL
[SEP]","paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL
[SEP]",,true,0
509464457836511232,"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o
[SEP]","apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o
[SEP]",,true,0
499612545909415938,"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson
[SEP]","nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson
[SEP]",,unverified,0
692892472729415680,"the las vegas raiders? URL URL
[SEP]","the las vegas raiders? URL URL
[SEP]",,non-rumor,0
527131140721623040,"poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL
[SEP]","poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL
[SEP]",,unverified,0
726043971911213057,"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL
[SEP]","target boycott crosses 1 million signers, stock sinks by $1.5 billion URL
[SEP]",,unverified,0
730939370765754368,"ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL
[SEP]","ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL
[SEP]",,unverified,0
693806234026188801,"teenage girl 'made up' migrant rape claim that caused uproar in germany URL
[SEP]","teenage girl 'made up' migrant rape claim that caused uproar in germany URL
[SEP]",,non-rumor,0
692082337333534720,".@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL
[SEP]",".@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL
[SEP]",,non-rumor,0
551117430345711616,"news saudi arabia's national airline planning to introduce gender segregation on flights URL URL
[SEP]","news saudi arabia's national airline planning to introduce gender segregation on flights URL URL
[SEP]",,false,0
407161635439013888,"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.
[SEP]","paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.
[SEP]",,true,0
561280944045576192,"islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado #tcot URL URL
[SEP]","islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado #tcot URL URL
[SEP]",,false,0
723365789378584578,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL
[SEP]","landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL
[SEP]",,unverified,0
532106726539939841,"vladimir putin’s motorcade as seen from the air. URL URL
[SEP]","vladimir putin’s motorcade as seen from the air. URL URL
[SEP]",,false,0
689719109785907200,"death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched URL
[SEP]","death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched URL
[SEP]",,non-rumor,0
561952533942661120,"islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado #tcot URL URL
[SEP]","islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado #tcot URL URL
[SEP]",,false,0
550038665653542913,"the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL
[SEP]","the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL
[SEP]",,false,0
519348106836860929,"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL
[SEP]","hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL
[SEP]",,true,0
387007120689737729,"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.
[SEP]","by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.
[SEP]",,false,0
525327108520673281,"video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL
[SEP]","video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL
[SEP]",,unverified,0
450341615979069440,"""@dangerburgundy: what...successful clone of dinosaurs URL "" holy shit, is that real?
[SEP]","""@dangerburgundy: what...successful clone of dinosaurs URL "" holy shit, is that real?
[SEP]",,false,0
387281927427727360,"never thought i’d see the day when obama would play politics with kids. URL #pjnet URL
[SEP]","never thought i’d see the day when obama would play politics with kids. URL #pjnet URL
[SEP]",,false,0
553503184174710784,"#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL
[SEP]","#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL
[SEP]",,unverified,0
524312881823637504,"google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋
[SEP]","google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋
[SEP]",,true,0
510906049549705216,"breaking news: isis beheads a british hostage david haines in message to america's partners. URL
[SEP]","breaking news: isis beheads a british hostage david haines in message to america's partners. URL
[SEP]",,true,0
550131732805328896,"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn
[SEP]","transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn
[SEP]",,unverified,0
693122199536934912,"forty percent of germans want angela merkel to resign over her refugee policy, poll shows: URL URL
[SEP]","forty percent of germans want angela merkel to resign over her refugee policy, poll shows: URL URL
[SEP]",,non-rumor,0
524185876931162112,"puppy-sized spider surprises scientist in rainforest | URL URL
[SEP]","puppy-sized spider surprises scientist in rainforest | URL URL
[SEP]",,true,0
532284428542681088,"no, vladimir putin did not travel in a phallic motorcade formation URL URL
[SEP]","no, vladimir putin did not travel in a phallic motorcade formation URL URL
[SEP]",,false,0
545271117355958272,"a texas plumbing company's truck somehow ended up in syria's civil war URL URL
[SEP]","a texas plumbing company's truck somehow ended up in syria's civil war URL URL
[SEP]",,true,0
516545908813475841,"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL
[SEP]","#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL
[SEP]",,unverified,0
407254590363426816,"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL
[SEP]","fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL
[SEP]",,true,0
524941504796962816,"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL
[SEP]","breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL
[SEP]",,true,0
549927969032916993,"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL
[SEP]","a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL
[SEP]",,unverified,0
692046121250586624,"wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL
[SEP]","wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL
[SEP]",,non-rumor,0
689650617464311813,"leonardo dicaprio is giving away $15 million to environmental causes: URL URL
[SEP]","leonardo dicaprio is giving away $15 million to environmental causes: URL URL
[SEP]",,non-rumor,0
435998882250899456,"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""
[SEP]","what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""
[SEP]",,false,0
544523550519218176,"meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL
[SEP]","meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL
[SEP]",,unverified,0
714531423273746432,"an open letter to from his top strategist-turned-defector: URL URL
[SEP]","an open letter to from his top strategist-turned-defector: URL URL
[SEP]",,unverified,0
693595814401327104,"make way for leonardo dicaprio. #sagawards ❤ URL
[SEP]","make way for leonardo dicaprio. #sagawards ❤ URL
[SEP]",,non-rumor,0
514451906211893248,"oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd
[SEP]","oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd
[SEP]",,true,0
515519742355185664,"vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating
[SEP]","vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating
[SEP]",,true,0
767710245779103744,"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL
[SEP]","in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL
[SEP]",,non-rumor,0
519929168864497664,"“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary
[SEP]","“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary
[SEP]",,false,0
651809229842608128,"avoid 5p bag charge using these from enter here to #win a set with URL URL
[SEP]","avoid 5p bag charge using these from enter here to #win a set with URL URL
[SEP]",,unverified,0
500377145349521411,"to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson
[SEP]","to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson
[SEP]",,unverified,0
675434959939756032,"'do you know me? do you know my heart?' muslims in new york share their experiences URL URL
[SEP]","'do you know me? do you know my heart?' muslims in new york share their experiences URL URL
[SEP]",,non-rumor,0
489833932813516800,"this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL
[SEP]","this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL
[SEP]",,false,0
548672230134382592,"bobby shmurda stabbed to death in jail by cell mate URL URL
[SEP]","bobby shmurda stabbed to death in jail by cell mate URL URL
[SEP]",,false,0
665317131597291520,"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL
[SEP]","breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL
[SEP]",,non-rumor,0
693711272014155776,"zika fever: a newly emerging disease is threatening the americas URL URL
[SEP]","zika fever: a newly emerging disease is threatening the americas URL URL
[SEP]",,non-rumor,0
500327120770301952,"how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson
[SEP]","how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson
[SEP]",,unverified,0
693821069879160832,"from baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL
[SEP]","from baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL
[SEP]",,non-rumor,0
532281981795848192,"manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL
[SEP]","manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL
[SEP]",,false,0
767528171520524288,"japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL
[SEP]","japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL
[SEP]",,non-rumor,0
496698590153416704,"""justin bieber ringtone saves russian fisherman from potentially fatal bear attack.""
[SEP]","""justin bieber ringtone saves russian fisherman from potentially fatal bear attack.""
[SEP]",,false,0
690137637810761728,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL
[SEP]","uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL
[SEP]",,non-rumor,0
546028163134808064,"interested in growing your follower base on twitter? set up a followers campaign today. URL URL
[SEP]","interested in growing your follower base on twitter? set up a followers campaign today. URL URL
[SEP]",,unverified,0
522815405451407360,"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL
[SEP]","a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL
[SEP]",,unverified,0
531531382611513344,"breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL
[SEP]","breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL
[SEP]",,unverified,0
376874273601630208,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.
[SEP]","once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.
[SEP]",,false,0
500319675797209088,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson
[SEP]","if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson
[SEP]",,unverified,0
517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL
[SEP]","d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL
[SEP]",,true,0
521770744855134208,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني #un URL
[SEP]","#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني #un URL
[SEP]",,unverified,0
553575232867672064,"more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL
[SEP]","more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL
[SEP]",,unverified,0
501881262240694272,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL
[SEP]","please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL
[SEP]",,true,0
525039784503541760,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL
[SEP]","cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL
[SEP]",,true,0
759653274605740032,"poll: five percent of americans would vote harambe the dead ape for president URL URL
[SEP]","poll: five percent of americans would vote harambe the dead ape for president URL URL
[SEP]",,non-rumor,0
553169307824177152,"banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL
[SEP]","banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL
[SEP]",,false,0
572002458647412736,"now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL
[SEP]","now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL
[SEP]",,false,0
530017051025604609,"breaking: huge explosion of an #oil pipeline belonging to near sudair, #saudiarabia. URL
[SEP]","breaking: huge explosion of an #oil pipeline belonging to near sudair, #saudiarabia. URL
[SEP]",,false,0
693102023764492288,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL
[SEP]","uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL
[SEP]",,non-rumor,0
692707593991643136,"breaking news: u.s. detects activity in north korea suggesting plans toward space launch
[SEP]","breaking news: u.s. detects activity in north korea suggesting plans toward space launch
[SEP]",,non-rumor,0
693934062445187072,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL
[SEP]","bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL
[SEP]",,non-rumor,0
571052823665704960,"do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot URL
[SEP]","do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot URL
[SEP]",,false,0
543436472842334209,"obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL
[SEP]","obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL
[SEP]",,unverified,0
689529955294777344,"colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL
[SEP]","colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL
[SEP]",,non-rumor,0
691299810553384960,"fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL
[SEP]","fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL
[SEP]",,non-rumor,0
528237933661544448,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL
[SEP]","fanged deer pops up in afghanistan, 60 years after its last appearance URL URL
[SEP]",,true,0
674713782778654721,"#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL
[SEP]","#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL
[SEP]",,non-rumor,0
500377906305327104,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL
[SEP]","#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL
[SEP]",,unverified,0
650952376954650629,"pathetic little twat can’t wait to argue over 5p bag charge URL URL
[SEP]","pathetic little twat can’t wait to argue over 5p bag charge URL URL
[SEP]",,unverified,0
407213757048160256,"r.i.p paul walker.... he died doing what he loved... and that's going fast. URL
[SEP]","r.i.p paul walker.... he died doing what he loved... and that's going fast. URL
[SEP]",,true,0
428366153149194240,"#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.
[SEP]","#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.
[SEP]",,false,0
570405783306944514,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL
[SEP]","jamie dornan leaving fifty shades of grey?! yeah, not so much: URL
[SEP]",,false,0
522453569702989824,"passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL
[SEP]","passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL
[SEP]",,unverified,0
580325090367315968,"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL
[SEP]","flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL
[SEP]",,unverified,0
689799953330368513,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL
[SEP]","gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL
[SEP]",,non-rumor,0
524930671220105216,"developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL
[SEP]","developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL
[SEP]",,true,0
407197672702214144,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL
[SEP]","prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL
[SEP]",,true,0
693490132440129536,"baseball players had ""fight club"" at texas high school, investigation finds: URL URL
[SEP]","baseball players had ""fight club"" at texas high school, investigation finds: URL URL
[SEP]",,non-rumor,0
366025766183514112,"japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL
[SEP]","japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL
[SEP]",,false,0
767300637012951040,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL
[SEP]","iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL
[SEP]",,non-rumor,0
